,file_name,WasThereText?,IsThereGrey,SentenceWithGrey,IsThereUnpublished,SentenceWithUnpublished,IsThereNonTraditional,IsThereNonTraditionalLIT,GIST,
966,2019.0_Psychological interventions for ICD-11 complex PTSD symptoms: Systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
967,2021.0_Pilates for overweight or obesity: a meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
968,2020.0_A group-specific prior distribution for effect-size heterogeneity in meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
969,2023.0_Mindfulness-based interventions to reduce anxiety among Chinese college students: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
970,2018_Psychological therapy for inpatients receiving acute mental health care: A systematic review and meta?analysis of controlled trials.pdf,YES,NO,NA,NO,NA,NO,NO,3,
971,2022.0_The association between parent-child relationship and problematic internet use among English-and Chinese-language studies: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
972,2020.0_Risk and protective factors for anxiety and obsessive-compulsive disorders: an umbrella review of systematic reviews and meta-analyses.pdf,YES,NO,NA,NO,NA,NO,NO,3,
973,2020.0_Effects of school-based interventions on motivation towards physical activity in children and adolescents: A systematic review and meta-analysis.pdf,YES,YES,"gram. The outcomes of interest were measured before (at baseline) and 
after the intervention (post-test, follow-up). Studies not published in 
English language or in scientific journals, and grey literature were 
excluded from this review. 
2.2. Outcome measures 
Primarily, the eligible studies were required to provide a quantitative ",NO,NA,NO,NO,2,
974,2022.0_Multilevel meta-analysis of single-case experimental designs using robust variance estimation..pdf,YES,NO,NA,NO,NA,NO,NO,3,
975,2019.0_How violent video games affect prosocial outcomes: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
976,2022.0_A meta-analysis investigating the association between metacognition and math performance in adolescence.pdf,NO,NA,NA,NA,NA,NA,NA,3,
977,2019.0_The association between child and adolescent depression and poor attendance at school: A systematic review and meta-analysis.pdf,YES,YES,"(ASSIA) were searched by KF from date of inception  to December 12 2016. In addition, ProQuest 
Dissertations and Theses, Health Management Information Consortium, Conf erence Proceedings 
Citation Index, and OpenGrey ( http://www.opengrey.eu ) were searched for grey literature. The 
search strategy combined child, school attendance and depression terms (see Table 1). Searches 
were suppl emented with forwards and backwards citation chasing via Google Scholar, and contact 
with experts in the field and lead authors of included studies.  ",NO,NA,NO,NO,1,
978,2023.0_Relation between executive functions and screen time exposure in under 6 year-olds: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
979,2021.0_Depressive symptoms and depression in individuals with internet gaming disorder: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
980,2021.0_TriglycerideÂglucose index and the incidence of atherosclerotic cardiovascular diseases: a meta-analysis of cohort studies.pdf,NO,NA,NA,NA,NA,NA,NA,3,
981,2019.0_To mix or not to mix? A meta-method approach to rethinking evaluation practices for improved effectiveness and efficiency of psychological therapies Â.pdf,NO,NA,NA,NA,NA,NA,NA,3,
982,2018.0_Epidemiology of psychotic depressionÂsystematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
983,2019.0_The cognitive benefits of learning computer programming: A meta-analysis of transfer effects..pdf,YES,YES,"Positive transfer to situations that required creative thinking, mathematical skills, and metacognition, followed by spatial skills and reasoning existed. School achievement and literacy, however, benefited the least from learning to program. Moderator analyses revealed significantly larger transfer effects for studies with untreated control groups than those with treated (active) control groups. Moreover, published studies exhibited larger effects than grey literature. These findings shed light on the cognitive benefits associated with learning computer programming and contribute to the current debate surrounding the conceptualization of computer programming as a form of problem solving. Keywords: Cognitive skills; computational thinking; computer programming; three-level meta-analysis; transfer of skills ",NO,NA,NO,NO,1,
984,2021.0_Progress and challenges of network meta?analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
985,2021.0_EEG spectral analysis in insomnia disorder: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
986,2019.0_The impact of symptom severity on cognitive function in obsessive-compulsive disorder: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
987,2022.0_The team cohesion-performance relationship: A meta-analysis exploring measurement approaches and the changing team landscape.pdf,YES,NO,NA,NO,NA,NO,NO,3,
988,2021.0_Anemia as a risk factor for tuberculosis: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
989,2018.0_Is clinical anxiety a risk or a protective factor for executive functioning in youth with ADHD? A meta-regression analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
990,2022.0_Psychopathy and dangerousness: An umbrella review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
991,2019.0_Comparison of antiretroviral therapy adherence among HIV-infected older adults with younger adults in Africa: systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
992,2021.0_A systematic review and meta-analysis of racial-ethnic differences and similarities in executive function performance in the United States..pdf,YES,NO,NA,NO,NA,NO,NO,3,
993,2019.0_Meta-Analysis of Effectiveness of Triple P-Positive Parenting Program on reduction of Externalizing Disorders in children and parenting problems.pdf,YES,NO,NA,NO,NA,NO,NO,3,
994,2021.0_Levels of reading comprehension in higher education: systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
995,2018.0_Tracking the neurodynamics of insight: A meta-analysis of neuroimaging studies.pdf,YES,NO,NA,NO,NA,NO,NO,3,
996,2021.0_Vitamin D deficiency in children and adolescents with obesity: a meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
997,2021.0_Bidirectional association between periodontal disease and diabetes mellitus: a systematic review and meta-analysis of cohort studies.pdf,NO,NA,NA,NA,NA,NA,NA,3,
998,2022.0_Cognitive biases in perceptions of posttraumatic growth: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
999,2023.0_The impact of minimal exposure to affective information on mood and its moderation by prime visibility: a meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1000,2022.0_Quantifying the evidence for the absence of the job demands and job control interaction on workers' well-being: A Bayesian meta-analysis..pdf,YES,NO,NA,NO,NA,NO,NO,3,
1001,2018.0_Bili?sel davran??Ã§? yakla??ma dayal? grup mÃ¼dahalelerinin Ã§ocuk ve ergenlerin i?levsel olmayan dÃ¼?Ã¼nceleri Ã¼zerindeki etkisi: Meta-analiz Ã§al??mas?.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1002,2018.0_The effect and moderators of school-based anti-bullying programs: Meta-analysis and GRADE evidence.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1003,2022.0_Acceptability of cognitive remediation for schizophrenia: a systematic review and meta-analysis of randomized controlled trials.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1004,2018.0_Studying and constructing concept maps: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1005,2023.0_Information and communication technologies-assisted after-hours work: A systematic literature review and meta-analysis of the relationships with workÂfamily Â.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1006,2022.0_Meta-analysis of the relationship between green human resource management and green sustainable performance.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1007,2022.0_Combat time in international male judo competitions: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1008,2022.0_The Effect of Outcome vs. Process Accountability-Focus on Performance: A Meta-Analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1009,2019.0_Meta-analysis of Sport Violence in Iranian Research.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1010,"2023.0_Health literacy, social cognition constructs, and health behaviors and outcomes: A meta-analysis..pdf",YES,NO,NA,YES,"In this study we aimed to meta -analyze the effect of health literacy on health behavior 
engagement and outcomes across studies . We conducted a systematic search of published and 
unpublished literature  (k = 203 ) to examine the overall relationship between health literacy , 
health behaviors , and health outcomes as mediated by social cognition constructs ( attitudes , self -
efficacy, knowledge, and risk perceptions). Meta-analysis indicated  significant  correlations 
between model constructs , particularly  health literacy with knowledge and well -being, between ",NO,NO,1,
1011,2021.0_Serious games for upper limb rehabilitation after stroke: a meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1012,2021.0_A meta-analysis of climate migration literature.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1013,2021.0_Oral microflora and pregnancy: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1014,2021.0_The Reproducibility in Reliability Generalization Meta-Analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1015,2021.0_Cellular calcium in bipolar disorder: systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1016,2021.0_PET-MRI in prostate cancer: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1017,2020.0_The gamification of learning: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1018,2018.0_Prevalence of depression in cardiovascular patients in Iran: a systematic review and meta-analysis from 2000 to 2017.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1019,2018.0_Meta-standard for collaborative BIM standards: An analysis of UK BIM level 2 standards.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1020,2018.0_Â problems in the psychotherapeutic treatment of depression as measured by the Inventory of Interpersonal Problems: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1021,2023.0_The effects of physical exercise on anxiety symptoms of college students: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1022,2020.0_Behavioural activation for depression in informal caregivers: a systematic review and meta-analysis of randomised controlled clinical trials.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1023,2019.0_Prevalence of hoarding disorder: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1024,2021.0_Role of Galectins in the Liver Diseases: A Systematic Review and Meta-Analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1025,2019.0_A context-consent meta-framework for designing open (qualitative) data studies.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1026,2021.0_Effect of interventions on learning burnout: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1027,2021.0_Comorbidities in psoriatic arthritis: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1028,2020.0_Self-regulation in childhood as a predictor of future outcomes: A meta-analytic review..pdf,YES,NO,NA,NO,NA,NO,NO,3,
1029,2022.0_Substance use and psychotic-like experiences in young people: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1030,2020.0_Cross-temporal meta-analysis: A conceptual and empirical critique.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1031,2022.0_Brief behavioral treatment for insomnia: a meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1032,2021.0_Conditioning team cognition: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1033,2021.0_A meta-analysis on heart rate variability biofeedback and depressive symptoms.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1034,2023.0_Impact of Mass Media on HIV-AIDS Stigma Reduction: A Systematic Review and Meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1035,2021.0_Social support and longevity: meta-analysis-based evidence and psychobiological mechanisms.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1036,2021.0_Comprehensive meta-analysis of COVID-19 global metabolomics datasets.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1037,2018.0_Auditory hallucinations across the lifespan: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1038,2022.0_Calorie reformulation: a systematic review and meta-analysis examining the effect of manipulating food energy density on daily energy intake.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1039,2019.0_Neural correlates of aversive anticipation: An activation likelihood estimate meta-analysis across multiple sensory modalities.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1040,2022.0_Effectiveness of mindfulness-based interventions on empathy: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1041,"2023.0_Variability of glucose, insulin, and lipid disturbances in first-episode psychosis: a meta-analysis.pdf",YES,NO,NA,NO,NA,NO,NO,3,
1042,"2023.0_Auditory icons, earcons, spearcons, and speech: A systematic review and meta-analysis of brief audio alerts in human-machine interfaces.pdf",YES,NO,NA,NO,NA,NO,NO,3,
1043,2019.0_Sex differences in human olfaction: a meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1044,2020.0_Does mental practice still enhance performance? A 24 Year follow-up and meta-analytic replication and extension.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1045,2020.0_Risk factors for paternal perinatal depression and anxiety: A systematic review and meta-analysis..pdf,YES,NO,NA,NO,NA,NO,NO,3,
1046,2018.0_Enhancing mathematical abilities: A meta-analysis on the effect of working memory training.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1047,2021.0_Pain sensitivity is reduced by exercise training: Evidence from a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1048,2023.0_Multi-level meta-analysis of physical activity interventions during childhood: Effects of physical activity on cognition and academic achievement.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1049,2020.0_The relationship between early maladaptive schemas and interpersonal problems: A meta?analytic review.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1050,2022.0_The Influence of Situational Factors in Sacrificial Dilemmas on Utilitarian Moral Judgments: A Systematic Review and Meta-Analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1051,"2020.0_The who, when, and why of the glass cliff phenomenon: A meta-analysis of appointments to precarious leadership positions..pdf",YES,NO,NA,NO,NA,NO,NO,3,
1052,2018.0_Rhizomatic affective spaces and the therapeutic potential of music in prison: a qualitative meta-synthesis.pdf,YES,YES,"bibliographical databases such as Google Scholar, PubMed, PsychINFO, Web of Knowledge, 
EBSCO. Keywords such as ‘music + prison’, ‘music+offenders’ or words isolating specific 
musical instruments such as ‘drums+prison’, ‘gamelan+prison’ were used in order to perform a thorough search of the databases. In order to locate the full number of studies that have been conducted so far, the search was expanded and we hand-searched book chapters and journals, examined references in detail, and located unofficial records as well as grey literature.  
Quality assessment 
The potential of qualitative research to inform policy and practice by answering questions 
that can be mostly examined qualitatively, such as investigating the ‘how’ programmes work ",NO,NA,NO,NO,1,
1053,2022.0_Benefits of pilates in the elderly population: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1054,2023.0_Social-Emotional Interventions for Young Children in Rural Areas: A Single-Case Design Meta-Analysis.pdf,YES,YES,"(e.g., “rural,” “pre-k,” “intervention,” “social-emotional,” etc.) to identify 
relevant literature from the years 2000 to 2020. Second, in an attempt 
to capture grey literature, we conducted searches through Google 
Scholar and through the online database ProQuest: Dissertation 
& Theses. Third, we conducted hand searches of nine relevant 
journals focused on rural education and/or mental health (e.g., ",NO,NA,NO,NO,1,
1055,2022.0_Are people with obsessive-compulsive disorder under-confident in their memory and perception? A review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1056,"2021.0_Understanding anthropomorphism in service provision: a meta-analysis of physical robots, chatbots, and other AI.pdf",NO,NA,NA,NA,NA,NA,NA,3,
1057,2019.0_Sexual orientation differences in the self-esteem of men and women: A systematic review and meta-analysis..pdf,YES,YES,"at least three  eligible studies were retrieved  (i.e. Archives of Sexual Behaviour, Sex Roles, 
International Journal of E ating Disorders and the Journal of Homosexuality) . It was decided 
that unpublished grey literature would not  be included in the search as the quality of these 
studies has not been reviewed. This could have introduced potential publication bias into 10  SEXUAL ORIENTATION DIFFERENCE S IN SELF -ESTEEM  
 
 ",NO,NA,NO,NO,1,
1058,2018.0_Directional associations between memory impairment and depressive symptoms: data from a longitudinal sample and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1059,"2021.0_Meta-analysis of the relationships between family strengths and parent, family and child well-being.pdf",YES,NO,NA,NO,NA,NO,NO,3,
1060,2019.0_Three decades of research on induced hypocrisy: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1061,2022.0_Polycystic ovary syndrome triggers atrial conduction disorders: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1062,2019.0_Prenatal and postnatal maternal depression and infant hospitalization and mortality in the first year of life: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1063,2019.0_A meta-analysis of differences in children's reports of single and repeated events..pdf,YES,NO,NA,NO,NA,NO,NO,3,
1064,2021.0_Association between cardiorespiratory fitness and depressive symptoms in children and adolescents: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1065,2022.0_The efficacy of randomised controlled trials of cognitive behaviour therapy for perfectionism: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1066,2018.0_Psychological therapy for inpatients receiving acute mental health care: A systematic review and meta?analysis of controlled trials.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1067,2020.0_Sexual orientation and cognitive ability: A multivariate meta-analytic follow-up.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1068,2020.0_Preoccupied and dismissing attachment representations are differentially associated with anxiety in adolescence and adulthood: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1069,"2020.0_The effectiveness of psychological interventions for post-traumatic stress disorder in children, adolescents and young adults: A systematic review and meta-analysis.pdf",YES,YES,"and adolescents, whilst investigating young adults for the first time.  
Methods  
We searched published and  grey literature to  obtain randomised control trials 
assessing psychological interventions for PTSD in young people  published between 
2011 and 2019. Quality of studies was assessed using the Cochrane Risk of Bias 
tool. Data was analysed using univariate random -effects meta -analysis.   ",NO,NA,NO,NO,3,
1070,2022.0_The effect of chronic exercise on energy and fatigue states: A systematic review and meta-analysis of randomized trials.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1071,2022.0_Pure tone audiometry and hearing loss in Alzheimer's disease: a meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1072,2022.0_Meta Analysis: Peer Influence on Smoking Behavior in Adolescents.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1073,2021.0_A meta-analysis of the ecological and economic outcomes of mangrove restoration.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1074,"2020.0_Point?biserial correlation: Interval estimation, hypothesis testing, meta?analysis, and sample size determination.pdf",YES,NO,NA,NO,NA,NO,NO,3,
1075,2019.0_Prevalence of post-traumatic stress disorder (PTSD) in Iranian population following disasters and wars: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1076,"2023.0_Meta Analysis: The Effects of Parental Smokers, Peer Smokers, and Stress on Smoking Behavior in Teenagers.pdf",YES,NO,NA,NO,NA,NO,NO,3,
1077,2020.0_Response: Commentary: False-Positive Effect in the Radin Double-Slit Experiment on Observer Consciousness as Determined With the Advanced Meta Â.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1078,2019.0_Stake size effects in ultimatum game and dictator game offers: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1079,2019.0_A systematic review and meta-analysis of the overall effects of school-based obesity prevention interventions and effect differences by intervention .pdf,NO,NA,NA,NA,NA,NA,NA,3,
1080,2019.0_Instrument playing as a cognitive intervention task for older adults: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1081,2022.0_Effectiveness of dance-based interventions on depression for persons with MCI and dementia: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1082,2020.0_Action effects on visual perception of distances: A multilevel Bayesian meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1083,2020.0_Â negative emotionality and self?regulation predict psychopathology in childhood and adolescence? A systematic review and meta?analysis of prospective longitudinal Â.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1084,"2019.0_What, why and how? Meta-reflections on cultural psychological approaches to the scientific study of phenomena called religious.pdf",NO,NA,NA,NA,NA,NA,NA,3,
1085,2022.0_Prevalence of mental health problems among primary school students in Chinese mainland from 2010 to 2010: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1086,"2021.0_Â activity on the immune system, vaccination and risk of community-acquired infectious disease in the general population: systematic review and meta-analysis.pdf",NO,NA,NA,NA,NA,NA,NA,3,
1087,2021.0_Malignant transformation of oral submucous fibrosis: A systematic review and meta?analysis.pdf,YES,YES,"2.4 Search strategy and Data extraction  
The following databases: MEDLINE by PubMed, Scopus, Embase, and Web of Science, in 
addition to grey literature databases were searched using a developed search strategy until 
August 30, 2020 (Supplementary Table 1). In addition, manual search for the past 10 years of 
Journal of Oral Pathology and Medicine, Oral Diseases, Oral Oncology, and BMC Oral 
Health was attempted to identify any relevant studies. The reference list from the included ",NO,NA,NO,NO,3,
1088,"2020.0_Can acceptance, mindfulness, and self-compassion be learned by smartphone apps? A systematic and meta-analytic review of randomized controlled trials.pdf",YES,NO,NA,NO,NA,NO,NO,3,
1089,2020.0_The Effects of Physical Activity and Obesity on Hypertension in Adolescents: Meta-Analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1090,2019.0_When our hands help us understand: A meta-analysis into the effects of gesture on comprehension..pdf,NO,NA,NA,NA,NA,NA,NA,3,
1091,2020.0_Meta-Analysis as a Tool for Increasing Students' Scientific Thinking.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1092,2018.0_The effects of repetitive transcranial magnetic stimulation on empathy: a systematic review and meta-analysis.pdf,YES,YES,"Registry Platform (World Health Organization) , Dissertation Abstracts, Google, and 
the library catalogues of  the University of Nottingham were also searched to identify 
grey literature in the field . No filters were added regarding the age of study 
participants, publication time or language of publication (see online supplement 
Table S 2 for search syntax). Refere nces of eligible articles were searched manually 
for potentially eligible studies missed by the electronic searches.  ",NO,NA,NO,NO,3,
1093,2020.0_The effectiveness of mindfulness-based interventions on anxiety disorders. a systematic meta-review.pdf,YES,YES,"electronic data sources, presented a comprehensive summary table (with the main data of studies
selected), and, when applicable, used suitable methods to combine results. The more critical aspect has
to do with the absence of a list of excluded studies, followed by the practical exclusion of grey literature.
Figure 1. Study ﬂow chart.Eur. J. Investig. Health Psychol. Educ. 2020 ,10 713
Table 2. Methodological quality of selected review studies, using the AMSTAR tool.
AMSTAR Items",NO,NA,NO,NO,2,
1094,2021.0_Comparing the diagnostic performance of radiotracers in recurrent prostate cancer: a systematic review and network meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1095,2022.0_Meta-analysis: The Effectiveness of mHealth Mobile Application Use to Promote Physical Activity and Ideal Body Weight in Adult with Overweight.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1096,2021.0_Deep learning for cephalometric landmark detection: systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1097,2023.0_Traditional masculinities and men's sexism: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1098,2021.0_Distributional impacts of carbon pricing: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1099,2019.0_A systematic review and meta-analysis of the Unified Protocol as a transdiagnostic emotion regulation based intervention.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1100,2020.0_Systematic review and meta-analyses: Motor skill interventions to improve fine motor development in children aged birth to 6 years.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1101,2021.0_A meta-analysis of Watson for Oncology in clinical application.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1102,2023.0_Effects of psychological treatment for depression among people not actively seeking help: a meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1103,2023.0_Bilateral transfer of motor performance as a function of motor imagery training: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1104,2019.0_Risk of mental disorders in children and adolescents with atopic dermatitis: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1105,2021.0_Lactobacillus-Based Probiotics Reduce the Adverse Effects of Stress in Rodents: A Meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1106,"2020.0_Air pollution, state anxiety, and unethical behavior: A meta-analytic review.pdf",YES,NO,NA,NO,NA,NO,NO,3,
1107,"2023.0_Teachers' emotion regulation and related environmental, personal, instructional, and well-being factors: A meta-analysis.pdf",NO,NA,NA,NA,NA,NA,NA,3,
1108,2021.0_Daily associations between sleep and physical activity: A systematic review and meta-analysis.pdf,YES,YES,"SPORTDiscus, PsycINFO, Academic Search Complete, ER IC, Psychology, and Behavioral Sciences 
Collection, for relevant publications up to June 20 19. To reduce the risk of publication bias, two dat a- 
bases dedicated to grey literature were used (Open Grey and ProQuest Dissertations) (24). Further- 
more, to find unpublished studies, we used two addi tional strategies. First, we contacted the sleep re - 
search societies (Canadian Sleep Society, Canadian Sleep and Canadian network, French Society of 
Sleep Medicine) ask them to share our documents req uest in their respective email lists and social net - ",NO,NA,NO,NO,3,
1109,2019.0_Beyond planning: A meta-analysis of implementation intentions to support smoking cessation..pdf,YES,YES,"size of these five studies, should be interpreted with caution. Further research with larger 
sample sizes is likely to overcome this issue. Furthermore, publication bias was indicated and
as a result it is likely that studies have been missed by this review especially as grey literature
was not searched. This is acknowledged as a limitation of the review. Nevertheless, this is the
first review providing evidence of the effectiveness of implementation intentions specifically 
for smoking cessation and would encourage further research using this approach.",NO,NA,NO,NO,3,
1110,2019.0_A meta-analysis of techniques to promote motivation for health behaviour change from a self-determination theory perspective.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1111,2023.0_The effects of active workstations on reducing work-specific sedentary time in office workers: a network meta-analysis of 23 randomized controlled trials.pdf,NO,NA,NA,NA,NA,NA,NA,3,
