Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
25,"H Suh, J Jeong","Association of self-compassion with suicidal thoughts and behaviors and non-suicidal self injury: A meta-analysis",2021,"Frontiers in psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.633482/full","https://scholar.google.com/scholar?cites=17690106865697837860&as_sdt=2005&sciodt=0,5&hl=en",672,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2021.633482","","",,,,,25,12.50,13,2,2,"… This meta-analysis investigated the associations of self-… Second, all but two studies included in this meta-analysis were … was unavailable in this meta-analysis because there were only …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.633482/full","https://scholar.google.com/scholar?q=related:JFOe2Hfif_UJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
22,"G Wang, Y Wang, X Gai","A meta-analysis of the effects of mental contrasting with implementation intentions on goal attainment",2021,"Frontiers in Psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.565202/full","https://scholar.google.com/scholar?cites=3016237989562137194&as_sdt=2005&sciodt=0,5&hl=en",678,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2021.565202","","",,,,,22,11.00,7,3,2,"… This meta-analysis evaluated the efficacy of MCII for goal attainment and explored potential … Due to small number of studies in this meta-analysis, additional studies are needed to …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.565202/full","https://scholar.google.com/scholar?q=related:arrjhXjU2ykJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
21,"J Vila","Social support and longevity: meta-analysis-based evidence and psychobiological mechanisms",2021,"Frontiers in Psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.717164/full","https://scholar.google.com/scholar?cites=4018297591579943566&as_sdt=2005&sciodt=0,5&hl=en",681,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2021.717164","","",,,,,21,10.50,21,1,2,"… meta-analysis in Table 3 used a positive health variable (mental health) as outcome measure. The social support measures in these 17 meta-… by applying meta-analysis methodology. …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.717164/full","https://scholar.google.com/scholar?q=related:jiLuo17cwzcJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
45,"JB Rode, AL Dent, CN Benedict, DB Brosnahan…","Influencing climate change attitudes in the United States: A systematic review and meta-analysis",2021,"… Psychology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272494421000761","https://scholar.google.com/scholar?cites=10188998224228468132&as_sdt=2005&sciodt=0,5&hl=en",683,"2023-07-31 18:46:22","","","","",,,,,45,22.50,9,5,2,"… Importantly, given that the current meta-analysis is focused on climate change, there may be less conservative support for the policies included in this meta-analysis than for other …","https://sites.uci.edu/peterdittolab/files/2021/06/1-s2.0-S0272494421000761-main.pdf","https://scholar.google.com/scholar?q=related:pEU5vOaXZo0J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
49,"E McBride, O Tatar, Z Rosberger, L Rockliffe…","Emotional response to testing positive for human papillomavirus at cervical cancer screening: a mixed method systematic review with meta-analysis",2021,"Health psychology …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/17437199.2020.1762106","https://scholar.google.com/scholar?cites=6750881411029741377&as_sdt=2005&sciodt=0,5&hl=en",687,"2023-07-31 18:46:22","","10.1080/17437199.2020.1762106","","",,,,,49,24.50,10,5,2,"… Reassuringly, however, the results from our meta-analysis revealed that anxiety did not appear to persist in the long-term (> 2 months after notification), when comparing HPV-positive …","https://www.tandfonline.com/doi/pdf/10.1080/17437199.2020.1762106","https://scholar.google.com/scholar?q=related:QS83KeDyr10J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
23,"D An, C Wei, J Wang, A Wu","Intranasal ketamine for depression in adults: a systematic review and meta-analysis of randomized, double-blind, placebo-controlled trials",2021,"Frontiers in psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.648691/full","https://scholar.google.com/scholar?cites=821385041110180066&as_sdt=2005&sciodt=0,5&hl=en",688,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2021.648691","","",,,,,23,11.50,6,4,2,"… We identified articles for inclusion in this meta-analysis by searching Medline, EMBASE, and the Cochrane Library until April 1, 2020. Key words such as “depressive disorder,” “major …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.648691/full","https://scholar.google.com/scholar?q=related:4iAxz1clZgsJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
20,"PGRY Chang, J Delgadillo, G Waller","Early response to psychological treatment for eating disorders: a systematic review and meta-analysis",2021,"Clinical psychology review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272735821000751","https://scholar.google.com/scholar?cites=17247536804252909090&as_sdt=2005&sciodt=0,5&hl=en",689,"2023-07-31 18:46:22","","","","",,,,,20,10.00,7,3,2,"… The present systematic review and meta-analysis aimed to provide a comprehensive qualitative and quantitative synthesis of the contemporary literature on the early response …","https://eprints.whiterose.ac.uk/173474/2/Early%20response%20to%20psychological%20treatment%20for%20eating%20disorders.pdf","https://scholar.google.com/scholar?q=related:In74k1ePW-8J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
17,"G Rogier, S Beomonte Zobel, A Marini…","Gambling disorder and dissociative features: A systematic review and meta-analysis.",2021,"Psychology of …","psycnet.apa.org","https://psycnet.apa.org/record/2021-22318-001","https://scholar.google.com/scholar?cites=1766799398176917385&as_sdt=2005&sciodt=0,5&hl=en",690,"2023-07-31 18:46:22","","","","",,,,,17,8.50,4,4,2,"… In the present review and meta-analysis, as GD typically emerges in adolescence or adulthood (APA, 2013), only studies conducted among populations of adults or adolescents of age …","https://www.researchgate.net/profile/Guyonne-Rogier/publication/349720111_Gambling_disorder_and_dissociative_features_A_systematic_review_and_meta-analysis/links/629fae50416ec50bdb13c53f/Gambling-disorder-and-dissociative-features-A-systematic-review-and-meta-analysis.pdf","https://scholar.google.com/scholar?q=related:iYe1FbHuhBgJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
30,"KA Włodarska, E Zyskowska, MK Terebus…","The Dark Triad and BIS/BAS: A meta-analysis",2021,"Current Psychology","Springer","https://link.springer.com/article/10.1007/s12144-019-00467-8","https://scholar.google.com/scholar?cites=8417466895877053863&as_sdt=2005&sciodt=0,5&hl=en",697,"2023-07-31 18:46:22","HTML","10.1007/s12144-019-00467-8","","",,,,,30,15.00,8,4,2,"… are presented in Table 1, and the results of the meta-analysis of these estimates are presented in Table 2. Moreover, three forest plots of the meta-analytic results (Figures 1, 2, and 3) …","https://link.springer.com/article/10.1007/s12144-019-00467-8","https://scholar.google.com/scholar?q=related:p51cTYvZ0HQJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
18,"X Chen, J He, E Swanson, Z Cai, X Fan","Big five personality traits and second language learning: A meta-analysis of 40 years' research",2021,"Educational Psychology Review","Springer","https://link.springer.com/article/10.1007/s10648-021-09641-6","https://scholar.google.com/scholar?cites=5220054529415114558&as_sdt=2005&sciodt=0,5&hl=en",699,"2023-07-31 18:46:22","","10.1007/s10648-021-09641-6","","",,,,,18,9.00,4,5,2,"… In our search for relevant empirical studies to be included in this meta-analysis, we used the digital databases of Web of Science, LLBA, PsyInfo, ProQuest, ERIC, and Education Full text…","","https://scholar.google.com/scholar?q=related:Pu_0_e9bcUgJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
15,"M Siegel, JSN Eder, JM Wicherts…","Times are changing, bias isn't: A meta-meta-analysis on publication bias detection practices, prevalence rates, and predictors in industrial/organizational psychology.",2021,"… of Applied Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2022-17310-001","https://scholar.google.com/scholar?cites=2771947752973866765&as_sdt=2005&sciodt=0,5&hl=en",705,"2023-07-31 18:46:22","","","","",,,,,15,7.50,4,4,2,"… : We first identified the meta-analysis (or meta-analyses) that … to more than one individual meta-analysis (eg, it provided … been meta-analyzed separately), we included the meta-analysis …","https://osf.io/mtv2h/download","https://scholar.google.com/scholar?q=related:DRfzf8vvdyYJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
14,"H Liu, TW Li, L Liang, WK Hou","Trauma exposure and mental health of prisoners and ex-prisoners: A systematic review and meta-analysis",2021,"Clinical Psychology Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272735821001124","https://scholar.google.com/scholar?cites=5727007990006810444&as_sdt=2005&sciodt=0,5&hl=en",712,"2023-07-31 18:46:22","HTML","","","",,,,,14,7.00,4,4,2,"… The meta-analysis followed PRISMA criteria. The current meta-analysis deviated from the … Therefore, we used three-level meta-analysis instead of meta-regression to address the …","https://www.sciencedirect.com/science/article/pii/S0272735821001124","https://scholar.google.com/scholar?q=related:TAcuhmxrek8J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
11,"EJ Roemer","Beyond the toddler years: A meta-analysis of communicative abilities in siblings of children with autism spectrum disorder.",2021,"Psychological bulletin","psycnet.apa.org","https://psycnet.apa.org/record/2021-49351-001","https://scholar.google.com/scholar?cites=7271126456987742067&as_sdt=2005&sciodt=0,5&hl=en",714,"2023-07-31 18:46:22","","","","",,,,,11,5.50,11,1,2,"… meta-analysis. There were also wide variations in findings for pragmatic language, with a range of measures used in the six included studies that assessed pragmatics. Further, general …","","https://scholar.google.com/scholar?q=related:c--yEf066GQJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
36,"WE Jones, JF Benge, MK Scullin","Preserving prospective memory in daily life: A systematic review and meta-analysis of mnemonic strategy, cognitive training, external memory aid, and combination …",2021,"Neuropsychology","psycnet.apa.org","https://psycnet.apa.org/record/2021-00770-012","https://scholar.google.com/scholar?cites=3355300889475492426&as_sdt=2005&sciodt=0,5&hl=en",722,"2023-07-31 18:46:22","","","","",,,,,36,18.00,12,3,2,"… The purpose of this systematic review and accompanying meta-analysis is to address the strengths and weaknesses of existing prospective memory interventions, to critically evaluate …","https://psycnet.apa.org/manuscript/2021-00770-012.pdf","https://scholar.google.com/scholar?q=related:Siq9v2FskC4J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
17,"M Witlox, N Garnefski, V Kraaij, M Simou…","Prevalence of anxiety disorders and subthreshold anxiety throughout later life: Systematic review and meta-analysis.",2021,"Psychology and …","psycnet.apa.org","https://psycnet.apa.org/record/2020-84995-001","https://scholar.google.com/scholar?cites=14540258668017351891&as_sdt=2005&sciodt=0,5&hl=en",728,"2023-07-31 18:46:22","","","","",,,,,17,8.50,3,5,2,"… This systematic review and meta-analysis compared prevalence rates for subthreshold anxiety and anxiety disorders in adults aged 55+ and examined if these rates were associated …","https://scholarlypublications.universiteitleiden.nl/access/item%3A3308976/download","https://scholar.google.com/scholar?q=related:0_x3kThgyckJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
57,"T Karabinski, VC Haun, A Nübold…","Interventions for improving psychological detachment from work: A meta-analysis.",2021,"… health psychology","psycnet.apa.org","https://psycnet.apa.org/record/2021-53177-003","https://scholar.google.com/scholar?cites=18042675197569872661&as_sdt=2005&sciodt=0,5&hl=en",752,"2023-07-31 18:46:22","","","","",,,,,57,28.50,14,4,2,"… The aim of this meta-analysis was to review and statistically synthesize the state of research on interventions designed to improve detachment both at work and outside of it. After a …","https://www.aow.psychologie.uni-mainz.de/files/2021/11/Karabinski2021-53177-003.pdf","https://scholar.google.com/scholar?q=related:FTPnfH91ZPoJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
50,"A Han, HK Yuen, J Jenkins","Acceptance and commitment therapy for family caregivers: A systematic review and meta-analysis",2021,"Journal of Health Psychology","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1359105320941217","https://scholar.google.com/scholar?cites=12484707076415118578&as_sdt=2005&sciodt=0,5&hl=en",753,"2023-07-31 18:46:22","","10.1177/1359105320941217","","",,,,,50,25.00,17,3,2,"… caregivers by conducting meta-analysis with a random effects model. Twenty-four articles were identified from four electronic databases searched up to 30 March 2020. Meta-analyses …","https://journals.sagepub.com/doi/pdf/10.1177/1359105320941217","https://scholar.google.com/scholar?q=related:8lyHbvCWQq0J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
17,"MN Sohn, CA McMorris, S Bray, A McGirr","The death-implicit association test and suicide attempts: a systematic review and meta-analysis of discriminative and prospective utility",2021,"Psychological medicine","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/deathimplicit-association-test-and-suicide-attempts-a-systematic-review-and-metaanalysis-of-discriminative-and-prospective-utility/6587D252295F03F90810C09C98503AFC","https://scholar.google.com/scholar?cites=6320532871966554145&as_sdt=2005&sciodt=0,5&hl=en",754,"2023-07-31 18:46:22","","","","",,,,,17,8.50,4,4,2,"… We selected the six-month time point for meta-analysis as … first systematic review and meta-analysis of suicide attempts and … A mixed-effects meta-analysis assessing the retrospective …","","https://scholar.google.com/scholar?q=related:Ifi-0CgLt1cJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
20,"C Pang, G Humphris","The relationship between fears of cancer recurrence and patient gender: a systematic review and meta-analysis",2021,"Frontiers in psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.640866/full","https://scholar.google.com/scholar?cites=16785496452134497028&as_sdt=2005&sciodt=0,5&hl=en",755,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2021.640866","","",,,,,20,10.00,10,2,2,"… The present study is the first systematic review and meta-analysis to investigate the gender difference of FCR specifically. It demonstrated a significant association between gender and …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.640866/full","https://scholar.google.com/scholar?q=related:BGsOABcQ8ugJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
18,"Y Sun, J Wang, Y Dong, H Zheng, J Yang…","The relationship between reading strategy and reading comprehension: A meta-analysis",2021,"… in psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.635289/full","https://scholar.google.com/scholar?cites=6240349932763466266&as_sdt=2005&sciodt=0,5&hl=en",761,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2021.635289","","",,,,,18,9.00,3,6,2,"… The current meta-analysis obtained 57 effect sizes that represented 21,548 readers, and all selected materials came from empirical studies published from 1998 to 2019. Results …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.635289/full","https://scholar.google.com/scholar?q=related:Gsp_eDMtmlYJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
19,"W Li, H Zhang, C Zhang, J Luo, H Wang, H Wu…","The prevalence of psychological status during the COVID-19 epidemic in China: a systemic review and meta-analysis",2021,"… in psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.614964/full","https://scholar.google.com/scholar?cites=6561069978029249270&as_sdt=2005&sciodt=0,5&hl=en",762,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2021.614964","","",,,,,19,9.50,3,7,2,"… We conducted a meta-analysis of cross-sectional studies published before 6 March 2020 on the prevalence of different psychological states during early stage of COVID-19 epidemic in …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.614964/full","https://scholar.google.com/scholar?q=related:9tLpCmKaDVsJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
17,"C De-La-Peña, MJ Luque-Rojas","Levels of reading comprehension in higher education: systematic review and meta-analysis",2021,"Frontiers in Psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.712901/full","https://scholar.google.com/scholar?cites=9147024207850318194&as_sdt=2005&sciodt=0,5&hl=en",765,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2021.712901","","",,,,,17,8.50,9,2,2,"… Table 1 presents all the publications reviewed in this meta-analysis with a total of students … These publications selected according to the inclusion criteria for the meta-analysis come …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.712901/full","https://scholar.google.com/scholar?q=related:cinR1A3C8H4J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
31,"SJ Geiger, C Brick, L Nalborczyk, A Bosshard…","More green than gray? Toward a sustainable overview of environmental spillover effects: A Bayesian meta-analysis",2021,"… Psychology","Elsevier","https://www.sciencedirect.com/science/article/pii/S027249442100147X","https://scholar.google.com/scholar?cites=656191026645943914&as_sdt=2005&sciodt=0,5&hl=en",771,"2023-07-31 18:46:22","HTML","","","",,,,,31,15.50,6,5,2,"… of this meta-analysis can serve as the priors for the next meta-analysis, which will then be updated with the new evidence. We hope that updated versions of this meta-analysis will …","https://www.sciencedirect.com/science/article/pii/S027249442100147X","https://scholar.google.com/scholar?q=related:asYHGENCGwkJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
15,"M Enisman, H Shpitzer, T Kleiman","Choice changes preferences, not merely reflects them: A meta-analysis of the artifact-free free-choice paradigm.",2021,"… and Social Psychology","psycnet.apa.org","https://psycnet.apa.org/journals/psp/120/1/16/","https://scholar.google.com/scholar?cites=10440261854458434377&as_sdt=2005&sciodt=0,5&hl=en",776,"2023-07-31 18:46:22","","","","",,,,,15,7.50,5,3,2,"… To obtain studies to include in the present meta-analysis we first searched Google Scholar … , informing its members of the meta-analysis we were conducting and requesting relevant data…","","https://scholar.google.com/scholar?q=related:SVMOfddC45AJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
17,"C Bone, J Delgadillo, M Barkham","A systematic review and meta-analysis of the good-enough level (GEL) literature.",2021,"… of Counseling Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2020-78681-001","https://scholar.google.com/scholar?cites=254308997310697008&as_sdt=2005&sciodt=0,5&hl=en",782,"2023-07-31 18:46:22","","","","",,,,,17,8.50,6,3,2,"… meta-analyses. Following the argument by Borenstein, Hedges, Higgins, and Rothstein (2009), we performed meta-analysis … plan to carry out random effects meta-analysis on this basis. …","https://eprints.whiterose.ac.uk/167237/1/GEL%20review.pdf;","https://scholar.google.com/scholar?q=related:MM7jh698hwMJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
60,"MF Bockrath, KI Pargament, S Wong…","Religious and spiritual struggles and their links to psychological adjustment: A meta-analysis of longitudinal studies.",2021,"Psychology of …","psycnet.apa.org","https://psycnet.apa.org/record/2021-31047-001","https://scholar.google.com/scholar?cites=12322822202619355618&as_sdt=2005&sciodt=0,5&hl=en",783,"2023-07-31 18:46:22","","","","",,,,,60,30.00,15,4,2,"… This meta-analysis was originally part of a larger effort to … Prior to updating the metaanalysis, the scope of the project was … process used to update the meta-analysis. Also, the search …","","https://scholar.google.com/scholar?q=related:4mFsEYF1A6sJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
14,"BL Zamboanga, AR Newins…","A meta-analysis of drinking game participation and alcohol-related outcomes.",2021,"Psychology of addictive …","psycnet.apa.org","https://psycnet.apa.org/journals/adb/35/3/263/","https://scholar.google.com/scholar?cites=17501262797949405050&as_sdt=2005&sciodt=0,5&hl=en",785,"2023-07-31 18:46:22","","","","",,,,,14,7.00,5,3,2,"… the estimated associations reported in this meta-analysis. Continued efforts to develop and … Despite these limitations, the present meta-analysis on DG participation and alcohol-related …","","https://scholar.google.com/scholar?q=related:eoeIAMr54PIJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
20,"SL Teoh, V Letchumanan, LH Lee","Can mindfulness help to alleviate loneliness? A systematic review and meta-analysis",2021,"Frontiers in psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.633319/full","https://scholar.google.com/scholar?cites=5824752496135946480&as_sdt=2005&sciodt=0,5&hl=en",786,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2021.633319","","",,,,,20,10.00,7,3,2,"… scales were pooled in a meta-analysis and expressed as MDs, … were pooled in a meta-analysis using standardized mean difference (… For a meta-analysis with at least 10 trials included, …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.633319/full","https://scholar.google.com/scholar?q=related:8MDAzIit1VAJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
42,"M de Bruin, N Black, N Javornik…","Underreporting of the active content of behavioural interventions: A systematic review and meta-analysis of randomised trials of smoking cessation interventions",2021,"Health Psychology …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/17437199.2019.1709098","https://scholar.google.com/scholar?cites=5791377773923052584&as_sdt=2005&sciodt=0,5&hl=en",790,"2023-07-31 18:46:22","","10.1080/17437199.2019.1709098","","",,,,,42,21.00,11,4,2,"Full article: Underreporting of the active content of behavioural interventions: a systematic review and meta-analysis of randomised trials of smoking cessation interventions Skip to Main …","https://www.tandfonline.com/doi/pdf/10.1080/17437199.2019.1709098","https://scholar.google.com/scholar?q=related:KKzGvmYbX1AJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
9,"P Watson, ME Le Pelley","A meta-analysis of the relationship between eating restraint, impaired cognitive control and cognitive bias to food in non-clinical samples",2021,"Clinical psychology review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272735821001252","https://scholar.google.com/scholar?cites=6539537865882517225&as_sdt=2005&sciodt=0,5&hl=en",791,"2023-07-31 18:46:22","","","","",,,,,9,4.50,5,2,2,"… The current meta-analysis sought to investigate the evidence for these two conflicting … For this reason, in the initial (preregistered) meta-analysis we chose to include all studies that …","","https://scholar.google.com/scholar?q=related:6b4kgwobwVoJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
12,"AB Chaplin, NF Daniels, D Ples, RZ Anderson…","Longitudinal association between cardiovascular risk factors and depression in young people: a systematic review and meta-analysis of cohort studies",2021,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/longitudinal-association-between-cardiovascular-risk-factors-and-depression-in-young-people-a-systematic-review-and-metaanalysis-of-cohort-studies/81A75B7D5A72F6AA2C6AAA3491349533","https://scholar.google.com/scholar?cites=10067984028388227427&as_sdt=2005&sciodt=0,5&hl=en",795,"2023-07-31 18:46:22","","","","",,,,,12,6.00,2,5,2,"… We conducted a systematic review and meta-analysis of existing studies to quantify the longitudinal association of five key CVD risk factors (BMI, smoking, SBP, total cholesterol, and …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/81A75B7D5A72F6AA2C6AAA3491349533/S0033291721002488a.pdf/div-class-title-longitudinal-association-between-cardiovascular-risk-factors-and-depression-in-young-people-a-systematic-review-and-meta-analysis-of-cohort-studies-div.pdf","https://scholar.google.com/scholar?q=related:Y_lioCGquIsJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
